product_id,product_name,category,price,supplier,created_at
P000327,Laptop,Books,570.38,TechSupply Ltd,2026-08-16 11:23:45.342642
P000328,Laptop,Home,414.59,HomeGoods Ltd,2026-08-16 11:23:45.342644
P000329,Backpack,Books,95.74,UK Wholesale,2026-08-16 11:23:45.342645
P000330,Mouse,Home,330.56,TechSupply Ltd,2026-08-16 11:23:45.342647
P000331,Headphones,Electronics,164.33,HomeGoods Ltd,2026-08-16 11:23:45.342648
P000332,Monitor,Electronics,971.08,TechSupply Ltd,2026-08-16 11:23:45.342650
P000333,Running Shoes,Beauty,466.51,Global Supplies,2026-08-16 11:23:45.342651
P000334,Headphones,Home,588.93,Global Supplies,2026-08-16 11:23:45.342653
P000335,Coffee Mug,Beauty,380.28,HomeGoods Ltd,2026-08-16 11:23:45.342655
P000336,Mouse,Clothing,276.9,TechSupply Ltd,2026-08-16 11:23:45.342657
P000337,T-Shirt,Electronics,763.44,HomeGoods Ltd,2026-08-16 11:23:45.342658
P000338,Coffee Mug,Clothing,736.31,UK Wholesale,2026-08-16 11:23:45.342661
P000339,Smartphone,Sports,994.54,UK Wholesale,2026-08-16 11:23:45.342662
P000340,Running Shoes,Books,19.97,HomeGoods Ltd,2026-08-16 11:23:45.342664
P000341,Smartphone,Clothing,246.96,HomeGoods Ltd,2026-08-16 11:23:45.342665
P000342,Smartphone,Sports,209.68,HomeGoods Ltd,2026-08-16 11:23:45.342667
P000343,Running Shoes,Electronics,257.83,TechSupply Ltd,2026-08-16 11:23:45.342670
P000344,Smartphone,Electronics,279.8,TechSupply Ltd,2026-08-16 11:23:45.342671
P000345,Coffee Mug,Books,532.31,HomeGoods Ltd,2026-08-16 11:23:45.342672
P000346,T-Shirt,Home,726.36,TechSupply Ltd,2026-08-16 11:23:45.342674
P000347,Laptop,Electronics,104.56,HomeGoods Ltd,2026-08-16 11:23:45.342675
P000348,Keyboard,Electronics,268.3,UK Wholesale,2026-08-16 11:23:45.342677
P000349,Monitor,Sports,693.24,Global Supplies,2026-08-16 11:23:45.342678
P000350,Mouse,Books,255.9,UK Wholesale,2026-08-16 11:23:45.342679
P000351,Headphones,Clothing,458.06,UK Wholesale,2026-08-16 11:23:45.342681
P000352,T-Shirt,Sports,251.87,UK Wholesale,2026-08-16 11:23:45.342682
P000353,Monitor,Sports,724.02,Global Supplies,2026-08-16 11:23:45.342684
P000354,Coffee Mug,Books,391.62,Global Supplies,2026-08-16 11:23:45.342686
P000355,T-Shirt,Beauty,877.36,HomeGoods Ltd,2026-08-16 11:23:45.342687
P000356,Mouse,Books,416.37,TechSupply Ltd,2026-08-16 11:23:45.342689
P000357,Headphones,Sports,920.13,HomeGoods Ltd,2026-08-16 11:23:45.342690
P000358,Laptop,Clothing,486.04,Global Supplies,2026-08-16 11:23:45.342691
P000359,Headphones,Home,925.78,HomeGoods Ltd,2026-08-16 11:23:45.342693
P000360,Laptop,Sports,930.51,HomeGoods Ltd,2026-08-16 11:23:45.342694
P000361,Monitor,Clothing,51.63,TechSupply Ltd,2026-08-16 11:23:45.342696
P000362,Mouse,Books,539.25,Global Supplies,2026-08-16 11:23:45.342705
P000363,Keyboard,Clothing,118.94,Global Supplies,2026-08-16 11:23:45.342707
P000364,Headphones,Sports,918.16,UK Wholesale,2026-08-16 11:23:45.342709
P000365,Running Shoes,Books,251.3,HomeGoods Ltd,2026-08-16 11:23:45.342710
P000366,T-Shirt,Clothing,351.99,TechSupply Ltd,2026-08-16 11:23:45.342712
P000367,Mouse,Electronics,433.88,UK Wholesale,2026-08-16 11:23:45.342713
P000368,Monitor,Sports,422.78,HomeGoods Ltd,2026-08-16 11:23:45.342715
P000369,Coffee Mug,Home,140.58,TechSupply Ltd,2026-08-16 11:23:45.342716
P000370,Running Shoes,Beauty,487.75,TechSupply Ltd,2026-08-16 11:23:45.342718
P000371,Keyboard,Books,149.57,UK Wholesale,2026-08-16 11:23:45.342719
P000372,Laptop,Clothing,173.59,UK Wholesale,2026-08-16 11:23:45.342720
P000373,Laptop,Clothing,384.73,TechSupply Ltd,2026-08-16 11:23:45.342722
P000374,Headphones,Sports,442.98,HomeGoods Ltd,2026-08-16 11:23:45.342723
P000375,Smartphone,Home,521.15,HomeGoods Ltd,2026-08-16 11:23:45.342725
P000376,Mouse,Books,985.72,Global Supplies,2026-08-16 11:23:45.342726
P000377,Laptop,Beauty,302.31,TechSupply Ltd,2026-08-16 11:23:45.342728
P000378,Coffee Mug,Home,282.96,Global Supplies,2026-08-16 11:23:45.342729
P000379,Backpack,Clothing,474.25,TechSupply Ltd,2026-08-16 11:23:45.342731
P000380,Headphones,Home,132.74,Global Supplies,2026-08-16 11:23:45.342733
P000381,T-Shirt,Home,650.03,TechSupply Ltd,2026-08-16 11:23:45.342735
P000382,T-Shirt,Clothing,223.96,UK Wholesale,2026-08-16 11:23:45.342737
P000383,T-Shirt,Electronics,537.27,Global Supplies,2026-08-16 11:23:45.342738
P000384,Keyboard,Home,952.6,TechSupply Ltd,2026-08-16 11:23:45.342740
P000385,T-Shirt,Clothing,665.96,HomeGoods Ltd,2026-08-16 11:23:45.342741
P000386,Coffee Mug,Electronics,43.44,Global Supplies,2026-08-16 11:23:45.342743
P000387,Running Shoes,Books,371.51,Global Supplies,2026-08-16 11:23:45.342744
P000388,Running Shoes,Electronics,989.26,HomeGoods Ltd,2026-08-16 11:23:45.342745
P000389,Running Shoes,Sports,492.95,HomeGoods Ltd,2026-08-16 11:23:45.342747
P000390,Smartphone,Sports,744.91,UK Wholesale,2026-08-16 11:23:45.342748
P000391,T-Shirt,Clothing,790.98,HomeGoods Ltd,2026-08-16 11:23:45.342750
P000392,Keyboard,Home,686.15,UK Wholesale,2026-08-16 11:23:45.342751
P000393,Monitor,Books,627.3,Global Supplies,2026-08-16 11:23:45.342752
P000394,Running Shoes,Electronics,262.82,HomeGoods Ltd,2026-08-16 11:23:45.342754
P000395,Keyboard,Home,708.76,UK Wholesale,2026-08-16 11:23:45.342755
P000396,Smartphone,Home,225.69,UK Wholesale,2026-08-16 11:23:45.342757
P000397,Keyboard,Home,671.38,UK Wholesale,2026-08-16 11:23:45.342758
P000398,Backpack,Home,989.14,TechSupply Ltd,2026-08-16 11:23:45.342760
P000399,Mouse,Books,354.56,HomeGoods Ltd,2026-08-16 11:23:45.342761
P000400,Mouse,Home,533.39,HomeGoods Ltd,2026-08-16 11:23:45.342762
P000401,Coffee Mug,Electronics,275.68,TechSupply Ltd,2026-08-16 11:23:45.342764
P000402,Keyboard,Books,847.21,Global Supplies,2026-08-16 11:23:45.342767
P000403,Coffee Mug,Beauty,684.7,TechSupply Ltd,2026-08-16 11:23:45.342769
P000404,T-Shirt,Books,904.19,Global Supplies,2026-08-16 11:23:45.342770
P000405,Keyboard,Clothing,350.98,Global Supplies,2026-08-16 11:23:45.342772
P000406,Backpack,Clothing,635.33,Global Supplies,2026-08-16 11:23:45.342773
P000407,Backpack,Books,602.47,HomeGoods Ltd,2026-08-16 11:23:45.342775
P000408,Keyboard,Clothing,945.62,TechSupply Ltd,2026-08-16 11:23:45.342777
P000409,Mouse,Clothing,251.5,Global Supplies,2026-08-16 11:23:45.342778
P000410,Coffee Mug,Books,721.88,TechSupply Ltd,2026-08-16 11:23:45.342780
P000411,Keyboard,Books,474.06,HomeGoods Ltd,2026-08-16 11:23:45.342781
P000412,Coffee Mug,Electronics,823.52,UK Wholesale,2026-08-16 11:23:45.342782
P000413,Smartphone,Home,141.98,TechSupply Ltd,2026-08-16 11:23:45.342784
P000414,Backpack,Clothing,856.45,TechSupply Ltd,2026-08-16 11:23:45.342785
P000415,Headphones,Books,663.14,TechSupply Ltd,2026-08-16 11:23:45.342787
P000416,Smartphone,Sports,950.03,TechSupply Ltd,2026-08-16 11:23:45.342789
P000417,Laptop,Clothing,64.98,TechSupply Ltd,2026-08-16 11:23:45.342790
P000418,Headphones,Electronics,416.3,TechSupply Ltd,2026-08-16 11:23:45.342792
P000419,T-Shirt,Books,68.04,Global Supplies,2026-08-16 11:23:45.342794
P000420,Mouse,Electronics,349.57,TechSupply Ltd,2026-08-16 11:23:45.342795
P000421,Backpack,Books,784.05,Global Supplies,2026-08-16 11:23:45.342798
P000422,Running Shoes,Clothing,650.33,TechSupply Ltd,2026-08-16 11:23:45.342800
P000423,Headphones,Beauty,46.79,UK Wholesale,2026-08-16 11:23:45.342802
P000424,Laptop,Books,834.04,HomeGoods Ltd,2026-08-16 11:23:45.342804
P000425,Mouse,Sports,986.77,TechSupply Ltd,2026-08-16 11:23:45.342806
P000426,Monitor,Books,705.64,Global Supplies,2026-08-16 11:23:45.342807
P000427,Backpack,Clothing,768.68,Global Supplies,2026-08-16 11:23:45.342809
P000428,Smartphone,Books,484.87,Global Supplies,2026-08-16 11:23:45.342810
P000429,Keyboard,Beauty,726.24,HomeGoods Ltd,2026-08-16 11:23:45.342812
P000430,Monitor,Clothing,172.07,UK Wholesale,2026-08-16 11:23:45.342813
P000431,Backpack,Sports,854.69,HomeGoods Ltd,2026-08-16 11:23:45.342815
P000432,Headphones,Home,69.11,TechSupply Ltd,2026-08-16 11:23:45.342816
P000433,Laptop,Sports,597.22,Global Supplies,2026-08-16 11:23:45.342818
P000434,Mouse,Sports,718.89,TechSupply Ltd,2026-08-16 11:23:45.342819
P000435,Headphones,Books,558.93,HomeGoods Ltd,2026-08-16 11:23:45.342821
P000436,Coffee Mug,Books,139.87,HomeGoods Ltd,2026-08-16 11:23:45.342822
P000437,Smartphone,Sports,889.78,UK Wholesale,2026-08-16 11:23:45.342824
P000438,Coffee Mug,Home,712.81,UK Wholesale,2026-08-16 11:23:45.342825
P000439,Monitor,Sports,57.05,TechSupply Ltd,2026-08-16 11:23:45.342827
P000440,Smartphone,Electronics,24.54,UK Wholesale,2026-08-16 11:23:45.342828
P000441,Headphones,Clothing,214.54,UK Wholesale,2026-08-16 11:23:45.342831
P000442,Backpack,Electronics,570.13,Global Supplies,2026-08-16 11:23:45.342833
P000443,Mouse,Sports,491.44,HomeGoods Ltd,2026-08-16 11:23:45.342834
P000444,Coffee Mug,Books,773.31,Global Supplies,2026-08-16 11:23:45.342836
P000445,Laptop,Electronics,502.03,UK Wholesale,2026-08-16 11:23:45.342837
P000446,Laptop,Electronics,893.99,UK Wholesale,2026-08-16 11:23:45.342839
P000447,Laptop,Sports,48.16,UK Wholesale,2026-08-16 11:23:45.342840
P000448,Running Shoes,Electronics,951.08,Global Supplies,2026-08-16 11:23:45.342842
P000449,Monitor,Beauty,335.89,Global Supplies,2026-08-16 11:23:45.342844
P000450,Backpack,Electronics,64.78,TechSupply Ltd,2026-08-16 11:23:45.342845
P000451,Mouse,Books,853.33,Global Supplies,2026-08-16 11:23:45.342847
P000452,Mouse,Clothing,368.9,Global Supplies,2026-08-16 11:23:45.342849
P000453,Monitor,Beauty,328.88,UK Wholesale,2026-08-16 11:23:45.342850
P000454,Mouse,Books,353.39,UK Wholesale,2026-08-16 11:23:45.342852
P000455,Laptop,Beauty,550.2,Global Supplies,2026-08-16 11:23:45.342853
P000456,Smartphone,Beauty,675.58,UK Wholesale,2026-08-16 11:23:45.342855
P000457,Laptop,Books,191.58,Global Supplies,2026-08-16 11:23:45.342856
P000458,Coffee Mug,Sports,120.0,UK Wholesale,2026-08-16 11:23:45.342859
P000459,Keyboard,Books,64.64,TechSupply Ltd,2026-08-16 11:23:45.342860
P000460,Coffee Mug,Beauty,991.17,TechSupply Ltd,2026-08-16 11:23:45.342863
P000461,Smartphone,Home,918.85,Global Supplies,2026-08-16 11:23:45.342866
P000462,Coffee Mug,Sports,526.21,Global Supplies,2026-08-16 11:23:45.342867
P000463,Smartphone,Books,659.99,UK Wholesale,2026-08-16 11:23:45.342869
P000464,Laptop,Clothing,15.57,HomeGoods Ltd,2026-08-16 11:23:45.342870
P000465,Laptop,Books,280.69,Global Supplies,2026-08-16 11:23:45.342873
P000466,Mouse,Books,220.27,HomeGoods Ltd,2026-08-16 11:23:45.342875
P000467,T-Shirt,Sports,101.0,Global Supplies,2026-08-16 11:23:45.342876
P000468,Smartphone,Electronics,562.12,TechSupply Ltd,2026-08-16 11:23:45.342878
P000469,Keyboard,Beauty,795.39,Global Supplies,2026-08-16 11:23:45.342880
P000470,Laptop,Home,402.67,HomeGoods Ltd,2026-08-16 11:23:45.342881
P000471,Keyboard,Clothing,358.6,HomeGoods Ltd,2026-08-16 11:23:45.342884
P000472,Coffee Mug,Books,282.28,HomeGoods Ltd,2026-08-16 11:23:45.342885
P000473,Coffee Mug,Electronics,858.14,Global Supplies,2026-08-16 11:23:45.342887
P000474,Running Shoes,Sports,719.75,HomeGoods Ltd,2026-08-16 11:23:45.342889
P000475,Headphones,Clothing,318.63,UK Wholesale,2026-08-16 11:23:45.342890
P000476,Monitor,Electronics,993.06,UK Wholesale,2026-08-16 11:23:45.342892
P000477,Coffee Mug,Beauty,250.28,UK Wholesale,2026-08-16 11:23:45.342893
P000478,Laptop,Home,759.46,HomeGoods Ltd,2026-08-16 11:23:45.342895
P000479,Monitor,Sports,682.66,UK Wholesale,2026-08-16 11:23:45.342896
P000480,Laptop,Books,113.12,Global Supplies,2026-08-16 11:23:45.342899
P000481,Coffee Mug,Home,983.24,HomeGoods Ltd,2026-08-16 11:23:45.342900
P000482,T-Shirt,Home,703.67,Global Supplies,2026-08-16 11:23:45.342902
P000483,Keyboard,Clothing,134.75,HomeGoods Ltd,2026-08-16 11:23:45.342903
P000484,Running Shoes,Home,975.0,UK Wholesale,2026-08-16 11:23:45.342905
P000485,Laptop,Home,155.52,UK Wholesale,2026-08-16 11:23:45.342907
P000486,Keyboard,Books,339.1,Global Supplies,2026-08-16 11:23:45.342908
P000487,T-Shirt,Electronics,441.59,TechSupply Ltd,2026-08-16 11:23:45.342910
P000488,Headphones,Clothing,252.34,HomeGoods Ltd,2026-08-16 11:23:45.342911
P000489,Running Shoes,Home,203.9,HomeGoods Ltd,2026-08-16 11:23:45.342913
P000490,Mouse,Books,557.11,TechSupply Ltd,2026-08-16 11:23:45.342914
P000491,Smartphone,Home,939.26,Global Supplies,2026-08-16 11:23:45.342916
P000492,Smartphone,Books,462.04,TechSupply Ltd,2026-08-16 11:23:45.342918
P000493,Running Shoes,Beauty,859.81,Global Supplies,2026-08-16 11:23:45.342919
P000494,Mouse,Electronics,396.32,Global Supplies,2026-08-16 11:23:45.342921
P000495,Headphones,Sports,218.5,TechSupply Ltd,2026-08-16 11:23:45.342922
P000496,T-Shirt,Electronics,583.78,Global Supplies,2026-08-16 11:23:45.342924
P000497,Monitor,Books,966.71,HomeGoods Ltd,2026-08-16 11:23:45.342925
P000498,Coffee Mug,Home,718.36,Global Supplies,2026-08-16 11:23:45.342927
P000499,Coffee Mug,Beauty,768.36,HomeGoods Ltd,2026-08-16 11:23:45.342929
P000500,Backpack,Sports,585.3,Global Supplies,2026-08-16 11:23:45.342931
